Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,14523.9,14322.2,14640.1,15332.6,16174.9,17164.2,16140.4,16077.9,16197.1,16930.7,18673.9,18954.9,18704.7,16669.2,15899.5,16389,16473.1,17343.7,17906.1,16857.9,15752.1,16571.7,17579.5,18256.3,18505.6,18492.8,18802.3,18610.4,18259.8,18464.3,18183,18168.5,18850.7,19288.4,19772.6,19751.3,20118,20327.2,20571.1,20117.4,19165.3,19356.953,19548.606,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,16830.8,17435.5,18051.2,18859,19847.1,20804.4,21716.1,22424.1,23358.3,23447.1,24219.3,24701.6,25538.1,26410,27630.3,28760.3,29513,30501.8,32049.9,32745.3,32945.6,32983.4,32730.6,33356.7,34329.9,34783.8,34834.4,35179.9,36346.8,36553.4,37233.4,37906.5,39495.2,40241.3,40922.4,42467.7,43945.7,44503.8,46396.1,46072.9,46861.7,47097.5367273413,47333.3634546826,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,128.364,140.77,142.332,157.343,164.89,172.358,179.577,173.437,167.98,163.689,162.433,161.867,165.612,169.642,170.461,176.736,182.873,190.064,191.223,198.378,213.989,221.44,234.846,249.675,252.532,253.399,256.289,258.949,261.833,264.709,267.267,264.887,262.719,262.154,257.432,257.924,258.834,261.185,262.931,247.88,249.176,251.66776,254.15952,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,35151.4,33461.5,33138.7,34205.6,32872.8,30636.9,31846.9,31717.9,32770.8,34795.2,35294.6,35286.6,35744.4,35808.9,35966,36451.6,38092.6,39844.1,40051.1,40924.9,44121.9,45086.2,45587.6,47014.7,46746.2,49306.8,51643.6,54198,59932,53848.3,57933.4,59750.7,56103.6,57309.1,56847.2,57906,57872.5,61221.1,60628.8,58071.6,57057.7,57628.277,58198.854,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,54144.9,53308.9,54413.9,56044.1,56330.5,53746.3,56729.4,58523,58103.3,57804.2,58070.8,58473.2,59026.5,59091.4,58501.4,58648.1,58737.8,58382.2,58867.2,59785.6,60473.8,61759.8,63403.4,63890.9,63964.7,66075.9,67543.8,68456.2,72807.4,72666.3,75429.7,75926.2,80623.3,80775.5,88418.1,94344.9,99338.4,103899,106450,110278,111337,112450.37,113563.74,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,16.1952,17.0634,18.2503,19.4645,20.6592,21.8926,22.9891,24.0651,25.1049,26.0877,27.1886,28.0999,28.7919,29.5257,30.2473,30.7884,31.2404,31.8795,32.5226,33.2215,33.803,34.3083,34.7904,35.2128,35.6297,35.9653,36.3927,36.8814,37.4368,38.0244,38.6406,39.2414,39.8668,40.4516,41.0292,41.6264,42.2629,43.1376,44.1381,45.1198,46.2222,46.684422,47.146644,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,2204.67,2350.97,2338.22,2275.63,2397.27,2456.28,2353.01,2379.95,2404.6,2427.44,2472.29,2517.52,2564.12,2610.94,2659.19,2707.28,2778.21,2870.3,3285.71,3428.04,3912.18,3886.92,3935.12,4114.03,4938.16,4933.81,5107.29,5352.07,5498.36,5757.47,6137.9,6233.36,6315.4,6833.29,6874.06,7787.77,8338.36,8476.15,8319.61,8535.33,8764.63,8852.2763,8939.9226,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,33880.5,14742.8,16642,18544.1,14937.9,19599.6,16628.4,20391.4,21838,31530.3,24249,19852.7,23690.2,23197.5,15404.1,16141.8,15331.2,25036.5,14642.3,17952.3,29119.3,22423.5,41214.8,18289,23290.7,24090.6,18974.7,18100.2,21569.8,19834.1,18099.7,17900.2,18103.1,18517.4,19551.4,21191.6,20195.7,20495.1,6121.19,6293.5,6422.92,6487.1492,6551.3784,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,8496.71,7493.8,7472.28,7730.58,7572.6,8194.14,8152.83,8572.13,8133.56,8330.49,7534.17,7313.21,7978.88,7955.08,7522.51,7797.16,8146.19,9189.64,8470.34,8789.06,10256.1,8852.57,10785.4,7414.98,7955.84,8219.76,8862.55,8816.33,9241.81,10250.2,9671.62,10137.6,9603.94,9208.9,9522.42,9657.96,8464.64,8467.99,8455.01,8377.39,8420.5,8504.705,8588.91,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,220969.231,229758.136,242967.361,270507.397,258537.154,254533.196,285842.253,287198.892,284707.252,288841.228,285216.878,244921.337,233559.891,225065.998,218171.565,217994.287,227845.969,230602.062,237653.028,249031.136,251115.979,242115.094,258960.248,265432.045,273682.587,284590.375,292685.001,305629.756,312192.254,324941.756,338834.635,338279.927,346077.394,360946.249,372186.321,390212.534,416619.453,458840.654,448371.814,450868.358,460215.961,465511.696975,470807.42295,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,5858.0756,5333.0993,5362.0039,5490.9039,5938.0434,6307.8099,6261.1471,6347.9807,6466.9225,6255.7804,6638.3313,6454.5112,7083.485,7043.22,7127.5077,7200.3484,7329.4803,7560.5517,7357.6054,7191.668,7145.5093,7434.3391,7866.7388,7921.4671,7569.4289,7751.4246,8221.1591,8140.7765,11051.6223,8702.5078,9304.4753,9937.2049,10765.559,13202.628,14449.135,15091.9988,16792.3363,17385.5448,17577.2744,31138.8602,19350.1247,19543.625947,19737.127194,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,187669.71,192661.11,197836.66,204673.44,211302.99,217922.55,222892.55,228589.21,233868.29,238830.67,234602.47,221434.55,233064.06,255577.5,250489.4,252747.75,249330.25,250363.52,248988.51,240577.63,219136.3,206963.66,195500.8,174946.17,172357.79,167558.99,165075.77,162257.35,151473.77,146705.22,154148.33,153062.77,152351.85,153352.34,151905.42,151229.7,151176.18,148084.54,146188.95,145118.9,145439.98,144277.293760146,143435.788520292,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,1399068.96591,1358570.7115,1472206.34253,1481379.6375,1444057.56793,1450676.78632,1517991.78307,1619406.22209,1586560.22853,1613724.86786,1636437.26321,1604651.15198,1938576.26131,1747818.49686,1614192.47014,1623054.80325,1731865.71557,1877201.8233,1717212.28941,1746215.0068,1835477.4556,2009284.1798,2033203.5452,1893127.2903,2019032.0266,1912841.2642,1914984.762,2660169.989,2069979.3728,2014989.9088,1976094.0686,2047911.1942,2187908.8802,2120768.242,2228019.0652,2293015.2961,2514566.6095,2267844.0461,2304172.5021,2393207.2179,2338177.3796,2360297.85934661,2382393.25909322,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,1473797.705044,1460523.382614,1566962.392707,1536218.314812,1487481.489938,1519492.546811,1562340.896386,1663852.023776,1613134.733945,1630931.59268,1649089.510217,1600263.603092,1932387.464922,1766201.050011,1651366.945796,1661511.54865,1748192.11267,1881576.26706,1710169.61265,1730910.55724,1835031.05879,2008460.74198,2016171.34446,1840629.95654,1989736.74483,1891603.10594,1882973.21743,2593521.5467,1961985.43376,1873672.16218,1821939.89908,1898798.53939,2052437.48312,1983852.58097,2165409.33332,2291621.37528,2565922.69304,2359554.58553,2438316.79794,2581693.35481,2568023.15277,2631497.93871764,2694982.46466527,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,1218589.21318,1215594.61864,1311789.77403,1289872.25439,1235534.22488,1263798.11223,1298208.65136,1401448.66113,1366458.77534,1378739.59319,1393290.27493,1358985.04836,1681425.58199,1522066.95616,1403501.4656,1400537.54799,1491371.42778,1634550.66171,1464864.43465,1483035.74861,1582121.3746,1752148.61223,1764651.86079,1594042.94439,1732550.95046,1646380.8738,1639227.71032,2346325.31422,1717445.97408,1629127.57976,1572386.94936,1641942.74847,1800365.92608,1738493.07681,1918618.52174,2049232.13975,2326075.92522,2103493.16336,2197375.07586,2335369.00772,2325773.58796,2387623.1936396,2449473.9993192,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,1203577.188764,1201062.975834,1296864.987727,1273993.600522,1220010.472468,1247936.361641,1281774.211716,1383811.172806,1346695.258415,1358566.26305,1372264.585077,1337511.272542,1659692.898332,1498521.049681,1380733.023076,1377397.89466,1468211.24234,1611083.69888,1442210.4106,1461471.70477,1560488.16683,1731615.94713,1744146.77508,1574799.86235,1714226.59585,1628597.062,1621938.06034,2329137.94389,1701623.41604,1612305.33433,1555054.02033,1624127.5937,1782876.54497,1720672.27683,1900277.17686,2029921.63218,2306623.85544,2085479.51853,2178660.06734,2316877.32541,2307150.86397,2368814.2424097,2430478.8208494,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,370604.73,367594.398,367922.715,371431.019,376315.344,377345.389,382060.15,387337.97,390953.277,397092.922,398555.895,397275.497,394506.31,392955.688,395170.434,398309.775,397621.499,390996.004,387689.211,391944.45,392976.18,386794.906,376930.264,367619.416,362037.384,359600.16,371658.882,367650.585,362181.116,356930.819,352961.295,347076.291,340219.878,335580.051,330208.618,326534.541,322608.419,321012.439,317568.17,317961.486,317055.19,313613.166056331,308804.682412662,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,1272595.15464,1283941.69418,1319137.51377,1339425.1165,1364389.3509,1396525.80075,1429835.36156,1451594.28058,1481040.14714,1510390.8629,1524229.96772,1525553.79537,1557840.38742,1592691.03898,1604379.59331,1635757.60507,1665136.06177,1679896.99277,1707101.99837,1721805.37477,1739768.70669,1672101.32918,1615354.25557,1557983.52396,1484952.86093,1436084.52574,1452402.92521,1384011.15162,1403940.5508,1347097.02062,1378611.8833,1362271.90026,1379328.63403,1400142.37144,1368943.102,1381825.40869,1378142.13419,1390279.95526,1413303.56036,1394170.43974,1436300.49807,1431212.48585565,1432389.80604131,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,623639.24,634418.99,670037.46,675592.88,692952.57,716084.97,741362.89,754568.75,774253.67,788806.57,806034.48,823507.7,847987.02,870662.12,895051.97,911554.89,939302.62,961004.23,993981.24,1012756.71,1049338.58,994396.43,957076.21,927885.33,865939.49,822530.93,829930.05,770373.27,810146.42,767033.03,799141.03,795333.86,824473.44,853751.06,833173.61,853546.98,856329.24,873929.42,902903.72,885428.58,927300.76,928540.68842534,936280.811850681,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,723798.51,737501.47,776987.56,787115.72,809071.98,836873.66,865280.58,881224.96,904514.27,922029.26,934643.24,937306.35,973189.43,1008902.72,1033987.09,1051994.7,1077578.31,1100039.95,1130747.54,1142171.73,1161115.52,1101236.54,1060931.44,1019009.74,957414.94,911469.15,912790.5,852498.27,883995.24,837914.29,875888.01,871881.18,900344.73,929727.39,907603.52,928663.76,931004.98,945712.77,973170.65,955678.62,997810.87,998555.484263427,1006060.40552685,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,European Union,EUU,..,..,..,..,..,..,..,..,..,..,679314.09,681184.328,681663.045,697536.859,705707.964,715872.989,724891.54,734589.5,744283.937,759146.192,755724.855,740724.557,748940.28,769258.918,749727.754,764871.655,765654.649,758139.734,751980.121,744971.04,723147.58,705193.636,681839.214,650623.986,639928.214,633465.45,642389.462,631708.845,611247.286,596872.789,595781.105,581838.681,568911.708,561676.101,551675.658,544631.481,538722.909,532665.669,526660.84,524429.636,524765.64,518455.613521889,512009.387343778,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,394983.17275,290311.85927,299641.67894,337888.99532,270088.41598,301892.42036,298229.86368,346147.01252,350202.78188,393396.71949,391388.64411,331295.63769,369204.7826,401814.29124,318232.70809,304607.58615,317793.68263,385337.36743,318060.5722,322750.71413,422443.03789,352320.15724,479268.92393,359664.50689,380121.66866,407333.19589,368775.63643,383184.72764,376394.68966,388622.72218,388861.80791,419009.67663,387108.76786,379721.28511,414540.88739,407678.34037,524046.85473,723229.4696,532135.00738,511416.74261,526608.2954,531874.378354,537140.461308,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,442941.7394,325829.717,337683.9726,355836.4157,311553.8441,351700.8457,342843.4327,381507.538,378004.9712,447087.1482,438034.0848,388407.0652,433840.1538,424028.7471,371268.5381,365519.6026,365403.634,428864.1064,358717.2447,395624.9026,496591.7292,425357.7002,560951.8694,428136.3034,455154.171,482198.855,458306.6692,460883.2514,474129.3647,473937.6636,481578.0941,493430.9712,490936.4943,479710.4971,528275.8935,521596.5153,637092.0249,867143.457499999,674293.9231,687107.2708,665835.7283,672494.085583,679152.442866,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,High income,HIC,..,..,..,..,..,..,..,..,..,..,1674735.546294,1662637.420994,1692439.905187,1722513.598372,1733470.542858,1738998.883301,1776784.554626,1773123.288606,1757814.968265,1803458.62994,1816560.510647,1766051.374972,1755701.555662,1736084.942961,1734016.052556,1752583.72716,1751039.91773,1740120.68715,1756575.18886,1775754.04787,1758217.54526,1746983.91591,1727986.70068,1699778.28536,1718267.45644,1697312.33326,1692835.13478,1684034.69176,1668384.51177,1636917.75479,1636765.7623,1629864.9177,1621963.09786,1623598.87739,1618088.63941,1601723.41984,1602835.80031,1619427.00396,1611889.28341,1594992.03775,1600519.49567,1590058.84703097,1573994.56949193,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,2927640.309524,2919782.422884,3085620.120427,3069798.622702,3093329.880888,3177918.564381,3296699.349436,3380557.127586,3386803.755835,3449508.42716,3473832.075967,3433249.260752,3817885.595532,3658662.829841,3607771.572786,3654384.35041,3791727.76281,3982720.31435,3872744.1675,3959881.72874,4068127.82584,4183023.16299,4164147.08035,3995033.44896,4067649.49449,3979069.24971,4009518.73711,4661418.74595,4114469.73748,3961356.43025,3957295.18302,4024417.91897,4258895.42941,4290840.82962,4507898.82437,4706452.76031,4901683.88701,4698748.07813,4858365.08886,4994288.2856,5037030.77237,5139065.03885162,5229288.51533324,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,3720686.426674,3577292.922054,3767756.688967,3802105.945822,3754304.868668,3878533.124941,3989010.238816,4140434.169906,4156634.561315,4291243.95525,4313520.748177,4208790.849842,4647219.561932,4527331.037881,4376619.524076,4411585.27036,4570531.86074,4847644.21278,4657537.0081,4770760.51037,5019849.93403,5057291.13633,5213949.99538,4890349.98075,4988901.28045,4947400.2107,4941867.50314,5610057.26599,5089256.49414,4941083.29943,4933836.38833,5044562.1135,5251474.06387,5294746.58293,5556343.48146,5770384.43098,6106188.24434,6168473.49813,6127092.90874,6269203.64481,6310848.02087,6425678.55834713,6528698.32282426,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,154715.645,157696.3826,166442.4446,176137.1955,182666.657,179063.5152,186461.212,190546.8405,192288.176,211931.5466,208822.1322,199330.5722,209140.1612,211791.8522,212809.1861,214193.243,226286.8668,232439.4052,233488.9711,245349.9253,258727.6583,262318.8189,273625.5556,269782.2941,272751.0528,280010.0809,289183.1928,302972.7868,293016.0643,296338.297,308828.2357,314826.1062,306761.4341,319349.9245,329735.2635,335567.0539,350195.5805,375015.1545,369613.1008,363531.0008,364556.979,367956.027746875,371355.07349375,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,638330.47215,499814.11657,515694.12394,556170.12762,478308.33078,521551.04536,505849.67738,569330.20182,577542.62948,629803.98149,630866.54001,576211.01689,620193.8052,656876.35584,556038.76519,543007.67695,552517.23113,632484.49323,551303.8695,565528.85633,692994.44989,611949.15444,776177.35943,625534.23769,648500.73316,688320.88009,643165.57323,645665.73324,681770.69236,683388.57218,667712.96961,705318.08833,685817.20036,684555.82881,718709.39359,728364.61677,854308.77683,1094710.2655,899114.71908,911384.35841,909260.2695,918657.491748633,928054.733997267,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,793046.11715,657510.49917,682136.56854,732307.32312,660974.98778,700614.56056,692310.88938,759877.04232,769830.80548,841735.52809,839688.672210001,775541.58909,829333.9664,868668.20804,768847.95129,757200.91995,778804.09793,864923.89843,784792.8406,810878.78163,951722.10819,874267.97334,1049802.91503,895316.53179,921251.78596,968330.96099,932348.766030001,948638.52004,974786.75666,979726.86918,976541.20531,1020144.19453,992578.63446,1003905.75331,1048444.65709,1063931.67067,1204504.35733,1469725.42,1268727.81988,1274915.35921,1273817.2485,1286613.51949551,1299409.80749102,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,1869742.55391,1886403.39402,1961041.77874,1975475.13,1999571.8346,2073528.1009,2140802.8002,2152606.9304,2200039.852,2208023.6236,2230554.5218,2203977.5239,2247011.4696,2319767.8397,2335858.6776,2357158.2906,2409355.9478,2473241.0083,2511845.4466,2553790.8745,2599591.4858,2551334.4886,2547478.2546,2511170.8735,2459871.3143,2499653.6071,2523893.6306,2459206.0735,2523764.8105,2442864.9504,2455355.2085,2486843.0376,2578565.612,2703475.7386,2849920.0725,2993506.6572,2983688.0557,3062703.7376,3199127.9339,3263069.3572,3380766.2392,3469813.17513654,3546575.67287309,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,542609.92268,505250.52372,537934.61,531346.11885,555924.8577,582454.11617,621694.12234,600258.08468,626011.03892,644979.54715,674769.50224,667801.31407,688820.67681,689776.51233,671443.58145,684377.04063,699669.24917,736016.37023,725335.65679,739010.60747,758513.00568,753186.50268,775294.28324,801597.13465,772893.10044,810102.70288,815487.76166,825944.73146,880256.88819,844085.14315,827160.26998,848007.06402,873030.85339,918128.74549,988750.45553,1003512.97922,907165.6523,918176.61883,931051.02847,943339.25872,948748.22949,979241.5857399,991163.4119898,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,511678.8945,473945.2421,505264.1439,497797.048,521368.9739,546356.56,586001.5809,565203.0062,590657.351,608661.8095,636672.3085,629928.6197,650831.3304,653874.5261,636134.1906,648990.3303,664166.5187,699373.786,687551.2304,702125.0694,722726.544,716277.0583,737071.0249,761850.3355,731969.8989,768811.2319,772734.5404,782784.0748,836641.4423,798771.361,781137.7657,800645.1412,823978.9091,866224.2715,935211.1355,948542.3459,849665.9985,860329.0975,872801.2228,884958.6388,890870.339,920784.916345,932127.96369,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,527485.9804,491516.6579,524540.2752,517373.1149,542059.2304,568730.1097,607978.9255,586571.0525,612208.6324,631042.3584,661235.2643,654427.9342,674870.172,676063.074,657388.4887,670469.1394,685636.8933,722134.9087,711325.0154,724598.8,744273.2003,738981.0441,761544.0578,788936.9791,759716.9139,797485.8656,802043.4271,812655.7485,867282.9863,831152.3958,814102.8783,835272.9109,859943.508,905350.11,976229.5469,991608.9448,895645.2043,906904.2918,919945.2044,932020.5702,937545.7007,967927.031662,979736.832624,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,630531.6466,483676.7833,500216.93964,540657.66603,462506.16195,505797.47446,487344.57875,550370.59771,561083.03172,617054.58786,612035.71803,557525.20068,600337.42362,638092.31818,533006.34807,521579.18153,530563.5861,611339.6216,525888.74076,539590.4826,666555.15029,585523.77077,755753.98239,594902.66404,620519.50454,660796.11045,614503.08201,610482.62798,644039.77563,651680.80439,630328.6289,669194.47499,649826.58441,650250.74431,684312.23474,690736.05164,815021.19637,1048436.26649,846183.91224,847522.32079,856069.95927,864630.6588627,873191.3584554,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,3619723.19738,3471161.27794,3656445.25333,3686875.31819,3633008.05508,3751221.27403,3859538.08096,4010035.78463,4024574.05564,4155801.22379,4181361.28493,4091952.89186,4519697.33599,4390433.87786,4239184.4886,4272791.52129,4433930.76908,4709298.77431,4519634.40305,4640418.91301,4908141.737,4948261.31073,5106108.31559,4791363.26799,4887984.14086,4847552.0266,4846968.72972,5515228.56002,5000569.48838,4854623.94176,4841437.55486,4951182.16227,5157106.97248,5197444.43781,5459215.14244,5671490.10065,6004963.49502,6068106.08686,6028373.85366,6170360.28672,6212261.60076,6327306.68929794,6430280.89283588,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Low income,LIC,..,..,..,..,..,..,..,..,..,..,356071.639,266855.083,273545.648,288507.894,254576.704,284087.734,274862.961,308236.496,307427.402,360085.006,349029.887,314413.767,346078.414,339873.057,298759.612,294391.363,293191.503,343855.595,293538.23,318037.989,393735.981,340955.623,442200.992,332864.32,357784.562,377490.929,356712.179,356913.496,366321.124,352716.21,369960.716,378733.549,376020.224,372146.5,382691.258,395352.386,506016.553,677717.47,521541.475,521876.613,518385.21,523752.026605029,529118.853210059,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,1220717.74091,1158596.7812,1260542.43583,1250524.0164,1204345.40163,1226172.82202,1259721.81927,1364501.81739,1332930.18383,1394003.54366,1409647.38391,1372393.47988,1706626.08421,1526828.20296,1401263.16554,1407916.27245,1507520.20677,1660975.7335,1476953.35781,1509967.6538,1615542.4003,1769384.0746,1833104.5118,1645941.588,1774592.292,1653574.6677,1640578.803,2369417.3375,1742789.4697,1713001.4186,1656110.5073,1729970.1907,1851650.7897,1749182.1766,1861628.3844,1912428.533,2153164.2267,1957003.3496,1929794.7086,2028097.1432,1962972.89,1982873.78376749,2002774.43453498,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,229788.426,242013.6,260761.942,293913.109,286965.694,274040.841,310465.529,306169.001,302318.252,286859.619,265616.445,226085.184,220563.16,213740.307,199919.099,201208.836,212015.264,215061.832,222115.901,233790.519,246030.624,245967.488,258494.657,264771.769,274360.71,283766.432,292895.697,305369.669,310888.941,320368.301,337183.817,335936.048,344363.179,368705.601,384455.786,402199.249,418018.421,424225.083,439231.726,443887.187,462334.487,469446.369142703,476559.404985406,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,151727.682,152809.676,157564.116,171816.589,166148.858,161928.089,179339.582,176758.961,177373.507,166753.066,147695.319,128108.991,138658.826,140318.354,137219.037,144772.306,151280.217,156584.702,158230.494,165866.073,181780.741,178749.711,185166.081,187938.593,192981.488,200692.645,205678.219,213188.734,217224.298,226461.252,234289.549,231737.739,236222.592,251199.372,261129.127,273078.907,283115.526,286080.031,292634.382,294918.924,300234.21,305081.78424,309928.96848,..,..,..,..,..,..,..
